model,rmse,mae,mape_pct,mase,direction_acc
ridge,63.67359855296088,49.94101591567752,4.834016258288845,0.8255674342288951,0.8
gbm,69.30358523547254,57.839949112561925,5.545880179860189,0.956143512687287,0.7428571428571429
seasonal_naive,76.28790907098278,60.49295774647886,5.662074130240121,1.0,0.7857142857142857
drift_naive,95.34951928996766,75.04069149307823,7.200793889606843,1.240486401864623,0.4714285714285714
