feature,corr_with_y_t,corr_with_y_t+1,contemporaneous_excess,suspect
units_sold_lag2,0.4739600168436918,0.13323192092392167,0.34072809591977016,True
units_sold_roll3_mean,0.5191672438735795,0.18875971821413945,0.33040752565944004,True
units_sold_lag1,0.7647775696295492,0.4744780693530917,0.2902995002764575,True
stock_on_lot,-0.5465936644023238,-0.2965066355366786,0.2500870288656452,True
month_cos2,-0.23860103694752946,0.024798845007718614,0.21380219193981084,False
precipitation,0.5157628635366024,0.3375907413747532,0.1781721221618492,True
units_sold_lag12,0.7516802317179938,0.6144780719650558,0.13720215975293804,True
unique_dealers,0.652036663550159,0.535899394744292,0.11613726880586694,True
