model,leaky_mae,honest_mae,leaky_mase,honest_mase,mae_understated_by_pct
ridge,44.1780644444802,49.94101591567752,0.7398154955106708,0.8255674342288951,11.539515897969967
gbm,50.01882040159819,57.839949112561925,0.8376260677235521,0.956143512687287,13.52201865832055
seasonal_naive,59.71497584541062,60.49295774647886,1.0,1.0,1.286070197342139
