model,rmse,mae,mape_pct,mase,direction_acc
ridge,56.732342020636,44.1780644444802,4.259208469521274,0.7398154955106708,0.8088235294117647
gbm,62.82729184015327,50.01882040159819,4.802720574726508,0.8376260677235521,0.8088235294117647
seasonal_naive,75.48421255206598,59.71497584541062,5.5932036808243275,1.0,0.7794117647058824
drift_naive,94.88932735021245,74.4965336504408,7.1545502344971,1.2475351885479529,0.45588235294117646
